source_codes,manufacturer,model_name,source_type_codes,source
42382,LYCOMING,O-145-B2,1,faa/faa_registry/ENGINE.txt
42383,LYCOMING,O-145-B3,1,faa/faa_registry/ENGINE.txt
42384,LYCOMING,O-145-C2,1,faa/faa_registry/ENGINE.txt
42410,LYCOMING,O-233,1,faa/faa_registry/ENGINE.txt
42717,LYCOMING,O-235,1,faa/faa_registry/ENGINE.txt
42397,LYCOMING,O-235-C,1,faa/faa_registry/ENGINE.txt
42027,LYCOMING,O-235-C1,8,faa/faa_registry/ENGINE.txt
42032,LYCOMING,O-235-C1A,1,faa/faa_registry/ENGINE.txt
42028,LYCOMING,O-235-C1B,1,faa/faa_registry/ENGINE.txt
42031,LYCOMING,O-235-C1C,1,faa/faa_registry/ENGINE.txt
42392,LYCOMING,O-235-C2,1,faa/faa_registry/ENGINE.txt
42037,LYCOMING,O-235-C2A,1,faa/faa_registry/ENGINE.txt
42038,LYCOMING,O-235-C2B,1,faa/faa_registry/ENGINE.txt
42033,LYCOMING,O-235-C2C,1,faa/faa_registry/ENGINE.txt
42029,LYCOMING,O-235-E1,1,faa/faa_registry/ENGINE.txt
42030,LYCOMING,O-235-E1B,1,faa/faa_registry/ENGINE.txt
42039,LYCOMING,O-235-E2A,1,faa/faa_registry/ENGINE.txt
42040,LYCOMING,O-235-E2B,1,faa/faa_registry/ENGINE.txt
42041,LYCOMING,O-235-F1,1,faa/faa_registry/ENGINE.txt
42042,LYCOMING,O-235-F1B,1,faa/faa_registry/ENGINE.txt
42045,LYCOMING,O-235-F2A,1,faa/faa_registry/ENGINE.txt
42046,LYCOMING,O-235-F2B,1,faa/faa_registry/ENGINE.txt
42043,LYCOMING,O-235-G1,1,faa/faa_registry/ENGINE.txt
42044,LYCOMING,O-235-G1B,1,faa/faa_registry/ENGINE.txt
42047,LYCOMING,O-235-G2A,1,faa/faa_registry/ENGINE.txt
42048,LYCOMING,O-235-G2B,1,faa/faa_registry/ENGINE.txt
42034,LYCOMING,O-235-H2C,1,faa/faa_registry/ENGINE.txt
42049,LYCOMING,O-235-J2A,1,faa/faa_registry/ENGINE.txt
42050,LYCOMING,O-235-J2B,1,faa/faa_registry/ENGINE.txt
42051,LYCOMING,O-235-K2A,1,faa/faa_registry/ENGINE.txt
42052,LYCOMING,O-235-K2B,1,faa/faa_registry/ENGINE.txt
42036,LYCOMING,O-235-K2C,1,faa/faa_registry/ENGINE.txt
42053,LYCOMING,O-235-L2A,1,faa/faa_registry/ENGINE.txt
42035,LYCOMING,O-235-L2C,8,faa/faa_registry/ENGINE.txt
42054,LYCOMING,O-235-M1,1,faa/faa_registry/ENGINE.txt
42055,LYCOMING,O-235-M2C,1,faa/faa_registry/ENGINE.txt
42056,LYCOMING,O-235-M3C,1,faa/faa_registry/ENGINE.txt
42057,LYCOMING,O-235-N2A,1,faa/faa_registry/ENGINE.txt
42059,LYCOMING,O-235-P1,1,faa/faa_registry/ENGINE.txt
42060,LYCOMING,O-235-P2A,1,faa/faa_registry/ENGINE.txt
42061,LYCOMING,O-235-P2C,1,faa/faa_registry/ENGINE.txt
42062,LYCOMING,O-235-P3C,1,faa/faa_registry/ENGINE.txt
42083,LYCOMING,O-290,1,faa/faa_registry/ENGINE.txt
42084,LYCOMING,O-290-A,1,faa/faa_registry/ENGINE.txt
42085,LYCOMING,O-290-AP,1,faa/faa_registry/ENGINE.txt
42086,LYCOMING,O-290-B,1,faa/faa_registry/ENGINE.txt
42087,LYCOMING,O-290-C,1,faa/faa_registry/ENGINE.txt
42088,LYCOMING,O-290-CP,1,faa/faa_registry/ENGINE.txt
42089,LYCOMING,O-290-D,1,faa/faa_registry/ENGINE.txt
42090,LYCOMING,O-290-D2,1,faa/faa_registry/ENGINE.txt
42091,LYCOMING,O-290-D2A,1,faa/faa_registry/ENGINE.txt
42092,LYCOMING,O-290-D2B,1,faa/faa_registry/ENGINE.txt
42093,LYCOMING,O-290-D2C,1,faa/faa_registry/ENGINE.txt
42411,LYCOMING,O-290-G,8,faa/faa_registry/ENGINE.txt
42389,LYCOMING,O-320 SERIES,1,faa/faa_registry/ENGINE.txt
42395,LYCOMING,O-320-A,1,faa/faa_registry/ENGINE.txt
42098,LYCOMING,O-320-A1A,1,faa/faa_registry/ENGINE.txt
42099,LYCOMING,O-320-A1B,1,faa/faa_registry/ENGINE.txt
42101,LYCOMING,O-320-A2B,1,faa/faa_registry/ENGINE.txt
42102,LYCOMING,O-320-A2C,1,faa/faa_registry/ENGINE.txt
42103,LYCOMING,O-320-A2D,1,faa/faa_registry/ENGINE.txt
42104,LYCOMING,O-320-A3A,1,faa/faa_registry/ENGINE.txt
42105,LYCOMING,O-320-A3B,1,faa/faa_registry/ENGINE.txt
42106,LYCOMING,O-320-A3C,1,faa/faa_registry/ENGINE.txt
42135,LYCOMING,O-320-B1A,1,faa/faa_registry/ENGINE.txt
42136,LYCOMING,O-320-B1B,1,faa/faa_registry/ENGINE.txt
42137,LYCOMING,O-320-B2A,1,faa/faa_registry/ENGINE.txt
42138,LYCOMING,O-320-B2B,1,faa/faa_registry/ENGINE.txt
42139,LYCOMING,O-320-B2C,1,faa/faa_registry/ENGINE.txt
42140,LYCOMING,O-320-B2D,1,faa/faa_registry/ENGINE.txt
42144,LYCOMING,O-320-B2E,1,faa/faa_registry/ENGINE.txt
42141,LYCOMING,O-320-B3A,1,faa/faa_registry/ENGINE.txt
42142,LYCOMING,O-320-B3B,1,faa/faa_registry/ENGINE.txt
42143,LYCOMING,O-320-B3C,1,faa/faa_registry/ENGINE.txt
42107,LYCOMING,O-320-C1A,1,faa/faa_registry/ENGINE.txt
42108,LYCOMING,O-320-C1B,1,faa/faa_registry/ENGINE.txt
42109|42402,LYCOMING,O-320-C2A,1,faa/faa_registry/ENGINE.txt
42110,LYCOMING,O-320-C2B,1,faa/faa_registry/ENGINE.txt
42111,LYCOMING,O-320-C2C,1,faa/faa_registry/ENGINE.txt
42112,LYCOMING,O-320-C3A,1,faa/faa_registry/ENGINE.txt
42113,LYCOMING,O-320-C3B,1,faa/faa_registry/ENGINE.txt
42114,LYCOMING,O-320-C3C,1,faa/faa_registry/ENGINE.txt
42145,LYCOMING,O-320-D1A,1,faa/faa_registry/ENGINE.txt
42146,LYCOMING,O-320-D1B,1,faa/faa_registry/ENGINE.txt
42147,LYCOMING,O-320-D1C,1,faa/faa_registry/ENGINE.txt
42148,LYCOMING,O-320-D1D,1,faa/faa_registry/ENGINE.txt
42149,LYCOMING,O-320-D1F,1,faa/faa_registry/ENGINE.txt
42393,LYCOMING,O-320-D2,1,faa/faa_registry/ENGINE.txt
42150,LYCOMING,O-320-D2A,1,faa/faa_registry/ENGINE.txt
42151,LYCOMING,O-320-D2B,1,faa/faa_registry/ENGINE.txt
42152,LYCOMING,O-320-D2C,1,faa/faa_registry/ENGINE.txt
42153,LYCOMING,O-320-D2F,1,faa/faa_registry/ENGINE.txt
42154,LYCOMING,O-320-D2G,1,faa/faa_registry/ENGINE.txt
42155,LYCOMING,O-320-D2H,1,faa/faa_registry/ENGINE.txt
41595,LYCOMING,O-320-D2J,1,faa/faa_registry/ENGINE.txt
42156,LYCOMING,O-320-D3G,1,faa/faa_registry/ENGINE.txt
42115,LYCOMING,O-320-E1A,1,faa/faa_registry/ENGINE.txt
42116,LYCOMING,O-320-E1B,1,faa/faa_registry/ENGINE.txt
42117,LYCOMING,O-320-E1C,1,faa/faa_registry/ENGINE.txt
42118,LYCOMING,O-320-E1F,1,faa/faa_registry/ENGINE.txt
42119,LYCOMING,O-320-E1J,1,faa/faa_registry/ENGINE.txt
42120,LYCOMING,O-320-E2A,8,faa/faa_registry/ENGINE.txt
42121,LYCOMING,O-320-E2B,1,faa/faa_registry/ENGINE.txt
42122,LYCOMING,O-320-E2C,1,faa/faa_registry/ENGINE.txt
42123,LYCOMING,O-320-E2D,8,faa/faa_registry/ENGINE.txt
42124,LYCOMING,O-320-E2F,1,faa/faa_registry/ENGINE.txt
42125,LYCOMING,O-320-E2G,1,faa/faa_registry/ENGINE.txt
42126,LYCOMING,O-320-E2H,1,faa/faa_registry/ENGINE.txt
42127,LYCOMING,O-320-E3D,1,faa/faa_registry/ENGINE.txt
42128,LYCOMING,O-320-E3H,1,faa/faa_registry/ENGINE.txt
42406,LYCOMING,O-320-EXP,1,faa/faa_registry/ENGINE.txt
42129,LYCOMING,O-320-H1AD,1,faa/faa_registry/ENGINE.txt
42130,LYCOMING,O-320-H1BD,1,faa/faa_registry/ENGINE.txt
42131,LYCOMING,O-320-H2AD,1,faa/faa_registry/ENGINE.txt
42132,LYCOMING,O-320-H2BD,1,faa/faa_registry/ENGINE.txt
42133,LYCOMING,O-320-H3AD,1,faa/faa_registry/ENGINE.txt
42134,LYCOMING,O-320-H3BD,1,faa/faa_registry/ENGINE.txt
42192,LYCOMING,O-340-A1A,1,faa/faa_registry/ENGINE.txt
42193,LYCOMING,O-340-A2A,1,faa/faa_registry/ENGINE.txt
42194,LYCOMING,O-340-B1A,1,faa/faa_registry/ENGINE.txt
42387,LYCOMING,O-350,1,faa/faa_registry/ENGINE.txt
42388,LYCOMING,O-350-A,1,faa/faa_registry/ENGINE.txt
41575,LYCOMING,O-360 SERIES,1,faa/faa_registry/ENGINE.txt
41594,LYCOMING,O-360-A1A,8,faa/faa_registry/ENGINE.txt
42248,LYCOMING,O-360-A1AD,1,faa/faa_registry/ENGINE.txt
42249,LYCOMING,O-360-A1C,1,faa/faa_registry/ENGINE.txt
42250,LYCOMING,O-360-A1D,1,faa/faa_registry/ENGINE.txt
42251,LYCOMING,O-360-A1F,1,faa/faa_registry/ENGINE.txt
42252,LYCOMING,O-360-A1F6,8,faa/faa_registry/ENGINE.txt
42253,LYCOMING,O-360-A1F6D,1,faa/faa_registry/ENGINE.txt
42254,LYCOMING,O-360-A1G,1,faa/faa_registry/ENGINE.txt
42255,LYCOMING,O-360-A1G6,1,faa/faa_registry/ENGINE.txt
42256,LYCOMING,O-360-A1G6D,1,faa/faa_registry/ENGINE.txt
42257,LYCOMING,O-360-A1H,1,faa/faa_registry/ENGINE.txt
42399,LYCOMING,O-360-A1H6,1,faa/faa_registry/ENGINE.txt
42258,LYCOMING,O-360-A1LD,1,faa/faa_registry/ENGINE.txt
42259,LYCOMING,O-360-A1P,1,faa/faa_registry/ENGINE.txt
42261,LYCOMING,O-360-A2A,1,faa/faa_registry/ENGINE.txt
42262,LYCOMING,O-360-A2D,1,faa/faa_registry/ENGINE.txt
42263,LYCOMING,O-360-A2E,1,faa/faa_registry/ENGINE.txt
42264,LYCOMING,O-360-A2F,1,faa/faa_registry/ENGINE.txt
42265,LYCOMING,O-360-A2G,1,faa/faa_registry/ENGINE.txt
42266,LYCOMING,O-360-A2H,1,faa/faa_registry/ENGINE.txt
42267,LYCOMING,O-360-A3A,1,faa/faa_registry/ENGINE.txt
42268,LYCOMING,O-360-A3AD,1,faa/faa_registry/ENGINE.txt
42269,LYCOMING,O-360-A3D,1,faa/faa_registry/ENGINE.txt
42270,LYCOMING,O-360-A4A,1,faa/faa_registry/ENGINE.txt
42271,LYCOMING,O-360-A4AD,1,faa/faa_registry/ENGINE.txt
42272,LYCOMING,O-360-A4D,4,faa/faa_registry/ENGINE.txt
42273,LYCOMING,O-360-A4G,1,faa/faa_registry/ENGINE.txt
42274,LYCOMING,O-360-A4J,4,faa/faa_registry/ENGINE.txt
42275,LYCOMING,O-360-A4K,1,faa/faa_registry/ENGINE.txt
42276,LYCOMING,O-360-A4M,8,faa/faa_registry/ENGINE.txt
42277,LYCOMING,O-360-A4N,1,faa/faa_registry/ENGINE.txt
42278,LYCOMING,O-360-A4P,1,faa/faa_registry/ENGINE.txt
42279,LYCOMING,O-360-A5AD,1,faa/faa_registry/ENGINE.txt
42295,LYCOMING,O-360-B1A,1,faa/faa_registry/ENGINE.txt
42296,LYCOMING,O-360-B1B,1,faa/faa_registry/ENGINE.txt
42297,LYCOMING,O-360-B2A,1,faa/faa_registry/ENGINE.txt
42298,LYCOMING,O-360-B2B,1,faa/faa_registry/ENGINE.txt
42299,LYCOMING,O-360-B2C,1,faa/faa_registry/ENGINE.txt
42280,LYCOMING,O-360-C1A,1,faa/faa_registry/ENGINE.txt
42281,LYCOMING,O-360-C1C,1,faa/faa_registry/ENGINE.txt
42282,LYCOMING,O-360-C1E,1,faa/faa_registry/ENGINE.txt
42283,LYCOMING,O-360-C1F,1,faa/faa_registry/ENGINE.txt
42284,LYCOMING,O-360-C1G,1,faa/faa_registry/ENGINE.txt
42285,LYCOMING,O-360-C2A,1,faa/faa_registry/ENGINE.txt
42286,LYCOMING,O-360-C2B,1,faa/faa_registry/ENGINE.txt
42287,LYCOMING,O-360-C2C,1,faa/faa_registry/ENGINE.txt
42303,LYCOMING,O-360-C2D,1,faa/faa_registry/ENGINE.txt
42288,LYCOMING,O-360-C2E,1,faa/faa_registry/ENGINE.txt
42290,LYCOMING,O-360-C4F,1,faa/faa_registry/ENGINE.txt
42289,LYCOMING,O-360-C4P,1,faa/faa_registry/ENGINE.txt
42300,LYCOMING,O-360-D1A,1,faa/faa_registry/ENGINE.txt
42301,LYCOMING,O-360-D2A,1,faa/faa_registry/ENGINE.txt
42302,LYCOMING,O-360-D2B,1,faa/faa_registry/ENGINE.txt
42305,LYCOMING,O-360-E1A6D,1,faa/faa_registry/ENGINE.txt
42304,LYCOMING,O-360-E1AD,1,faa/faa_registry/ENGINE.txt
42307,LYCOMING,O-360-E1BD,1,faa/faa_registry/ENGINE.txt
42306,LYCOMING,O-360-E2AD,1,faa/faa_registry/ENGINE.txt
42308,LYCOMING,O-360-E2BD,1,faa/faa_registry/ENGINE.txt
42291,LYCOMING,O-360-F1A6,1,faa/faa_registry/ENGINE.txt
42292,LYCOMING,O-360-G1A6,1,faa/faa_registry/ENGINE.txt
42314,LYCOMING,O-360-J2A,1,faa/faa_registry/ENGINE.txt
41400,LYCOMING,O-390 SERIES,1,faa/faa_registry/ENGINE.txt
42063,LYCOMING,O-435,1,faa/faa_registry/ENGINE.txt
42365,LYCOMING,O-435-2-MI,1,faa/faa_registry/ENGINE.txt
42068,LYCOMING,O-435-A,1,faa/faa_registry/ENGINE.txt
42065,LYCOMING,O-435-A2,1,faa/faa_registry/ENGINE.txt
42064,LYCOMING,O-435-B,1,faa/faa_registry/ENGINE.txt
42070,LYCOMING,O-435-C,1,faa/faa_registry/ENGINE.txt
42069,LYCOMING,O-435-C1,1,faa/faa_registry/ENGINE.txt
42071,LYCOMING,O-435-C2,1,faa/faa_registry/ENGINE.txt
42066,LYCOMING,O-435-K,1,faa/faa_registry/ENGINE.txt
42067,LYCOMING,O-435-K1,1,faa/faa_registry/ENGINE.txt
42426,LYCOMING,O-450-25,1,faa/faa_registry/ENGINE.txt
42713,LYCOMING,O-540 SERIES,1,faa/faa_registry/ENGINE.txt
42319,LYCOMING,O-540-A1A,1,faa/faa_registry/ENGINE.txt
42320,LYCOMING,O-540-A1A5,1,faa/faa_registry/ENGINE.txt
42321,LYCOMING,O-540-A1B5,1,faa/faa_registry/ENGINE.txt
42322,LYCOMING,O-540-A1C5,1,faa/faa_registry/ENGINE.txt
42323,LYCOMING,O-540-A1D,1,faa/faa_registry/ENGINE.txt
42324,LYCOMING,O-540-A1D5,1,faa/faa_registry/ENGINE.txt
42325,LYCOMING,O-540-A2B,1,faa/faa_registry/ENGINE.txt
42326,LYCOMING,O-540-A3D5,1,faa/faa_registry/ENGINE.txt
42327,LYCOMING,O-540-A4A5,1,faa/faa_registry/ENGINE.txt
42328,LYCOMING,O-540-A4B5,1,faa/faa_registry/ENGINE.txt
42329,LYCOMING,O-540-A4C5,1,faa/faa_registry/ENGINE.txt
42330,LYCOMING,O-540-A4D5,1,faa/faa_registry/ENGINE.txt
42332,LYCOMING,O-540-B1A5,1,faa/faa_registry/ENGINE.txt
42333,LYCOMING,O-540-B1B5,1,faa/faa_registry/ENGINE.txt
42334,LYCOMING,O-540-B1D5,1,faa/faa_registry/ENGINE.txt
42335|42336,LYCOMING,O-540-B2A5,1,faa/faa_registry/ENGINE.txt
42337,LYCOMING,O-540-B2B5,1,faa/faa_registry/ENGINE.txt
42338,LYCOMING,O-540-B2C5,1,faa/faa_registry/ENGINE.txt
42339,LYCOMING,O-540-B4A5,1,faa/faa_registry/ENGINE.txt
42340,LYCOMING,O-540-B4B5,1,faa/faa_registry/ENGINE.txt
42331,LYCOMING,O-540-D1A5,1,faa/faa_registry/ENGINE.txt
42341,LYCOMING,O-540-E4A5,1,faa/faa_registry/ENGINE.txt
42342,LYCOMING,O-540-E4B5,1,faa/faa_registry/ENGINE.txt
42391,LYCOMING,O-540-E4C5,1,faa/faa_registry/ENGINE.txt
42343,LYCOMING,O-540-E4G5,1,faa/faa_registry/ENGINE.txt
42352,LYCOMING,O-540-F1A5,1,faa/faa_registry/ENGINE.txt
42353,LYCOMING,O-540-F1B5,1,faa/faa_registry/ENGINE.txt
42344,LYCOMING,O-540-G1A5,1,faa/faa_registry/ENGINE.txt
42345,LYCOMING,O-540-G2A5,1,faa/faa_registry/ENGINE.txt
42346,LYCOMING,O-540-H1A5,1,faa/faa_registry/ENGINE.txt
42348,LYCOMING,O-540-H1A5D,1,faa/faa_registry/ENGINE.txt
42350,LYCOMING,O-540-H1B5D,1,faa/faa_registry/ENGINE.txt
42347,LYCOMING,O-540-H2A5,1,faa/faa_registry/ENGINE.txt
42349,LYCOMING,O-540-H2A5D,1,faa/faa_registry/ENGINE.txt
42354,LYCOMING,O-540-J1A5D,1,faa/faa_registry/ENGINE.txt
42356,LYCOMING,O-540-J1B5D,1,faa/faa_registry/ENGINE.txt
42359,LYCOMING,O-540-J1C5D,1,faa/faa_registry/ENGINE.txt
42362,LYCOMING,O-540-J1D5D,1,faa/faa_registry/ENGINE.txt
42355,LYCOMING,O-540-J2A5D,1,faa/faa_registry/ENGINE.txt
42357,LYCOMING,O-540-J2B5D,1,faa/faa_registry/ENGINE.txt
42360,LYCOMING,O-540-J2C5D,1,faa/faa_registry/ENGINE.txt
42363,LYCOMING,O-540-J2D5D,1,faa/faa_registry/ENGINE.txt
42358,LYCOMING,O-540-J3A5D,1,faa/faa_registry/ENGINE.txt
42361,LYCOMING,O-540-J3C5D,1,faa/faa_registry/ENGINE.txt
42364,LYCOMING,O-540-L3C5D,1,faa/faa_registry/ENGINE.txt
42166,LYCOMING,O235N2C,8,faa/faa_registry/ENGINE.txt
41570|41571,LYCOMING,R-1820 SER,1|2,faa/faa_registry/ENGINE.txt
42379,LYCOMING,R-530-D-2,1,faa/faa_registry/ENGINE.txt
42378,LYCOMING,R-530-D1,1,faa/faa_registry/ENGINE.txt
42368,LYCOMING,R-680-2,1,faa/faa_registry/ENGINE.txt
42369,LYCOMING,R-680-4,1,faa/faa_registry/ENGINE.txt
42372,LYCOMING,R-680-5,1,faa/faa_registry/ENGINE.txt
42374,LYCOMING,R-680-6,1,faa/faa_registry/ENGINE.txt
42366,LYCOMING,R-680-B2,1,faa/faa_registry/ENGINE.txt
42370,LYCOMING,R-680-B4,1,faa/faa_registry/ENGINE.txt
42371,LYCOMING,R-680-B4B,1,faa/faa_registry/ENGINE.txt
42373,LYCOMING,R-680-B5,1,faa/faa_registry/ENGINE.txt
42375,LYCOMING,R-680-B6,1,faa/faa_registry/ENGINE.txt
42367,LYCOMING,R-680-BA,1,faa/faa_registry/ENGINE.txt
42376,LYCOMING,R-680-D5,1,faa/faa_registry/ENGINE.txt
42377,LYCOMING,R-680-D6,1,faa/faa_registry/ENGINE.txt
42026,LYCOMING,R-680E1,1,faa/faa_registry/ENGINE.txt
42022,LYCOMING,R-680E2,1,faa/faa_registry/ENGINE.txt
42023,LYCOMING,R-680E3,1,faa/faa_registry/ENGINE.txt
41540,LYCOMING,R680,1,faa/faa_registry/ENGINE.txt
42408,LYCOMING,R680-13,1,faa/faa_registry/ENGINE.txt
42404,LYCOMING,R680-17,1,faa/faa_registry/ENGINE.txt
41541,LYCOMING,R680-2-B2-BA,1,faa/faa_registry/ENGINE.txt
41542,LYCOMING,R680-4P-B4,1,faa/faa_registry/ENGINE.txt
41543,LYCOMING,R680-5-B5-D5,1,faa/faa_registry/ENGINE.txt
41544,LYCOMING,R680-6B6-D6,1,faa/faa_registry/ENGINE.txt
41545,LYCOMING,R680E SERIES,1,faa/faa_registry/ENGINE.txt
42024,LYCOMING,R680E3A,1,faa/faa_registry/ENGINE.txt
42025,LYCOMING,R680E3B,1,faa/faa_registry/ENGINE.txt
42225,LYCOMING,SO-580-A1A,1,faa/faa_registry/ENGINE.txt
42226,LYCOMING,SO-580-A1B,1,faa/faa_registry/ENGINE.txt
41552,LYCOMING,T-53,3,faa/faa_registry/ENGINE.txt
41587,LYCOMING,T-53 SER,2,faa/faa_registry/ENGINE.txt
41549,LYCOMING,T-53 SERIES,1,faa/faa_registry/ENGINE.txt
41554,LYCOMING,T-55 SER TP,2,faa/faa_registry/ENGINE.txt
41555,LYCOMING,T-55 SER TS,3,faa/faa_registry/ENGINE.txt
41528,LYCOMING,T0-360 SER,1,faa/faa_registry/ENGINE.txt
41574,LYCOMING,T53-L-11D,3,faa/faa_registry/ENGINE.txt
41551,LYCOMING,T53-L-13,3,faa/faa_registry/ENGINE.txt
41220,LYCOMING,T53-L-13B,3,faa/faa_registry/ENGINE.txt
41578,LYCOMING,T53-L-701,2,faa/faa_registry/ENGINE.txt
41610,LYCOMING,T5307A,2,faa/faa_registry/ENGINE.txt
41603,LYCOMING,T5309A,3,faa/faa_registry/ENGINE.txt
41604,LYCOMING,T5309B,3,faa/faa_registry/ENGINE.txt
41605,LYCOMING,T5309C,3,faa/faa_registry/ENGINE.txt
41606,LYCOMING,T5311A,3,faa/faa_registry/ENGINE.txt
41607,LYCOMING,T5311B,3,faa/faa_registry/ENGINE.txt
41613,LYCOMING,T5313B,3,faa/faa_registry/ENGINE.txt
41614,LYCOMING,T5317A,3,faa/faa_registry/ENGINE.txt
41615,LYCOMING,T5317A-1,3,faa/faa_registry/ENGINE.txt
41616,LYCOMING,T5317B,3,faa/faa_registry/ENGINE.txt
41557,LYCOMING,T53L-703,3,faa/faa_registry/ENGINE.txt
41609,LYCOMING,T5508D,3,faa/faa_registry/ENGINE.txt
42715,LYCOMING,TEO-540-C1A,1,faa/faa_registry/ENGINE.txt
41533,LYCOMING,TI0-540 SER,2,faa/faa_registry/ENGINE.txt
41536,LYCOMING,TI0-541 SER,1,faa/faa_registry/ENGINE.txt
42010,LYCOMING,TIFO-541-B1A,1,faa/faa_registry/ENGINE.txt
42011,LYCOMING,TIGO-541-C1A,1,faa/faa_registry/ENGINE.txt
42012,LYCOMING,TIGO-541-D1A,1,faa/faa_registry/ENGINE.txt
42013,LYCOMING,TIGO-541-D1B,1,faa/faa_registry/ENGINE.txt
42014,LYCOMING,TIGO-541-E1A,1,faa/faa_registry/ENGINE.txt
42015,LYCOMING,TIGO-541-G1AD,1,faa/faa_registry/ENGINE.txt
41539,LYCOMING,TIGO-541SER,1,faa/faa_registry/ENGINE.txt
41569|42500,LYCOMING,TIO 540 SER,1|2,faa/faa_registry/ENGINE.txt
41572,LYCOMING,TIO-360 SER,1,faa/faa_registry/ENGINE.txt
42006,LYCOMING,TIO-360-A1A,1,faa/faa_registry/ENGINE.txt
42007,LYCOMING,TIO-360-A1B,1,faa/faa_registry/ENGINE.txt
42008,LYCOMING,TIO-360-A3B6,1,faa/faa_registry/ENGINE.txt
42260,LYCOMING,TIO-360-C1A,1,faa/faa_registry/ENGINE.txt
42009,LYCOMING,TIO-360-C1A6D,1,faa/faa_registry/ENGINE.txt
41966,LYCOMING,TIO-540-A1A,1,faa/faa_registry/ENGINE.txt
41967,LYCOMING,TIO-540-A1B,1,faa/faa_registry/ENGINE.txt
41970,LYCOMING,TIO-540-A1C,1,faa/faa_registry/ENGINE.txt
41968,LYCOMING,TIO-540-A2A,1,faa/faa_registry/ENGINE.txt
41969,LYCOMING,TIO-540-A2B,1,faa/faa_registry/ENGINE.txt
41971,LYCOMING,TIO-540-A2C,1,faa/faa_registry/ENGINE.txt
41996,LYCOMING,TIO-540-AA1AD,1,faa/faa_registry/ENGINE.txt
41997,LYCOMING,TIO-540-AB1AD,1,faa/faa_registry/ENGINE.txt
41998,LYCOMING,TIO-540-AB1BD,1,faa/faa_registry/ENGINE.txt
40999|41999,LYCOMING,TIO-540-AE2A,1|2,faa/faa_registry/ENGINE.txt
42000,LYCOMING,TIO-540-AF1A,1,faa/faa_registry/ENGINE.txt
42001,LYCOMING,TIO-540-AF1B,1,faa/faa_registry/ENGINE.txt
42002,LYCOMING,TIO-540-AG1A,1,faa/faa_registry/ENGINE.txt
42003,LYCOMING,TIO-540-AH1A,1,faa/faa_registry/ENGINE.txt
42004,LYCOMING,TIO-540-AJ1A,1,faa/faa_registry/ENGINE.txt
42005,LYCOMING,TIO-540-AK1A,2,faa/faa_registry/ENGINE.txt
41984,LYCOMING,TIO-540-C1A,1,faa/faa_registry/ENGINE.txt
41972,LYCOMING,TIO-540-E1A,1,faa/faa_registry/ENGINE.txt
41974,LYCOMING,TIO-540-F2BD,1,faa/faa_registry/ENGINE.txt
41985,LYCOMING,TIO-540-G1A,1,faa/faa_registry/ENGINE.txt
41973,LYCOMING,TIO-540-H1A,1,faa/faa_registry/ENGINE.txt
41976,LYCOMING,TIO-540-J2B,1,faa/faa_registry/ENGINE.txt
41977,LYCOMING,TIO-540-J2BD,1,faa/faa_registry/ENGINE.txt
41986,LYCOMING,TIO-540-K1AD,1,faa/faa_registry/ENGINE.txt
41978,LYCOMING,TIO-540-N2BD,1,faa/faa_registry/ENGINE.txt
41982,LYCOMING,TIO-540-R2AD,1,faa/faa_registry/ENGINE.txt
41988,LYCOMING,TIO-540-S1AD,1,faa/faa_registry/ENGINE.txt
41989,LYCOMING,TIO-540-T2AD,1,faa/faa_registry/ENGINE.txt
41990,LYCOMING,TIO-540-U2A,1,faa/faa_registry/ENGINE.txt
41992,LYCOMING,TIO-540-V2AD,1,faa/faa_registry/ENGINE.txt
41994,LYCOMING,TIO-540-W2A,1,faa/faa_registry/ENGINE.txt
42390,LYCOMING,TIO-540-X136,1,faa/faa_registry/ENGINE.txt
41698,LYCOMING,TIO-541 SER,1,faa/faa_registry/ENGINE.txt
41960,LYCOMING,TIO-541-A1A,1,faa/faa_registry/ENGINE.txt
41961,LYCOMING,TIO-541-E1A4,1,faa/faa_registry/ENGINE.txt
41962,LYCOMING,TIO-541-E1B4,1,faa/faa_registry/ENGINE.txt
41963,LYCOMING,TIO-541-E1C4,1,faa/faa_registry/ENGINE.txt
41964,LYCOMING,TIO-541-E1D4,1,faa/faa_registry/ENGINE.txt
42016,LYCOMING,TO-360-A1A6D,1,faa/faa_registry/ENGINE.txt
42017,LYCOMING,TO-360-C1A6D,1,faa/faa_registry/ENGINE.txt
42412,LYCOMING,TO-360-E1A6D,1,faa/faa_registry/ENGINE.txt
42019,LYCOMING,TO-360-E1A6D1,1,faa/faa_registry/ENGINE.txt
42018,LYCOMING,TO-360-F1A6D,1,faa/faa_registry/ENGINE.txt
41561,LYCOMING,TSIO-360SER,2,faa/faa_registry/ENGINE.txt
41937,LYCOMING,TVO-435-A1A,1,faa/faa_registry/ENGINE.txt
41938,LYCOMING,TVO-435-B1A,1,faa/faa_registry/ENGINE.txt
41939,LYCOMING,TVO-435-B1B,1,faa/faa_registry/ENGINE.txt
41940,LYCOMING,TVO-435-C1A,1,faa/faa_registry/ENGINE.txt
41941,LYCOMING,TVO-435-D1A,1,faa/faa_registry/ENGINE.txt
41942,LYCOMING,TVO-435-D1B,1,faa/faa_registry/ENGINE.txt
41945,LYCOMING,TVO-435-E1A,1,faa/faa_registry/ENGINE.txt
